model_id,model_label,model_kind,task_id,scenario_id,scenario_label,iteration,latency_ms,api_ok,parse_ok,output_chars,output_preview,parsed_value,validate_notes,error
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,low_with_pattern,low + pattern present,3,9261,true,false,2882,"{""id"":""chatcmpl-a89a4d8f86ce314b"",""object"":""chat.completion"",""created"":1778845664,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nThat soun","{""len"":2882,""offTodayEmotions"":[""content"",""sad""]}","mentions off-today emotions: content,sad",
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,mixed_state,mixed state warning,1,14846,true,false,4143,"{""id"":""chatcmpl-ad2b518f58fd3dd5"",""object"":""chat.completion"",""created"":1778845667,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nAnxious, ","{""len"":4143}",too long,
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,mixed_state,mixed state warning,2,7955,true,false,2521,"{""id"":""chatcmpl-ba675ae3f4fecddd"",""object"":""chat.completion"",""created"":1778845667,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nFour hour","{""len"":2521,""offTodayEmotions"":[""content"",""overwhelmed""]}","mentions off-today emotions: content,overwhelmed",
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,mixed_state,mixed state warning,3,11676,true,false,3565,"{""id"":""chatcmpl-894d1b86b1c98d06"",""object"":""chat.completion"",""created"":1778845667,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nFour hour","{""len"":3565}",too long,
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,stable_baseline,stable baseline,1,6488,true,true,2198,"{""id"":""chatcmpl-8b2bc9800d86cc7a"",""object"":""chat.completion"",""created"":1778845671,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nSteady 6/","{""len"":2198,""offTodayEmotions"":[]}",,
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,stable_baseline,stable baseline,2,10972,true,false,3613,"{""id"":""chatcmpl-8b4d01289b773c59"",""object"":""chat.completion"",""created"":1778845673,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nContent a","{""len"":3613}",too long,
cf:nemotron-3-120b,nemotron-3-120b,cf,mood_synthesis,stable_baseline,stable baseline,3,5782,true,true,2136,"{""id"":""chatcmpl-aac37e60611e3c23"",""object"":""chat.completion"",""created"":1778845673,""model"":""@cf/nvidia/nemotron-3-120b-a12b"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n\nContent a","{""len"":2136,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),1,3962,true,true,258,"I see you had a really tough evening, scoring 1/10 and feeling empty, hopeless, and numb. That’s tough territory to be in. Are you finding it hard to pinpoint what’s driving those feelings today speci","{""len"":258,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),2,2181,true,true,205,"Brutal. The emptiness feels deep tonight. Can you talk about what’s been occupying your thoughts? Is there something specific that’s weighing heavily on you? Samaritans 116 123, SHOUT text 85258, NHS ","{""len"":205,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),3,2436,true,true,236,"Empty, hopeless, numb tonight. That's tough. No activities, even with a good night’s sleep. It feels like the same shape as last week. Anything specific on your mind that’s weighing heavy? Samaritans ","{""len"":236,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,1,2895,true,true,421,"Nice. Proud, energetic, and grateful. Those are some great feelings to end the week with. It’s interesting that you hit an 8/10 today, especially after the last few days were a bit lower. What made yo","{""len"":421,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,2,2227,true,true,326,"That's quite a jump in mood today! Proud, energetic, and grateful — those are wonderful emotions. It's interesting to see such a positive shift compared to the past few days. Was there something speci","{""len"":326,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,3,3261,true,true,485,"That's an impressive score! Proud, energetic, and grateful—it's great to see those emotions. The gym, coding, and socializing all seem to have contributed to a positive evening. Given your past patter","{""len"":485,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,1,2567,true,true,352,"I see that your mood score dropped today, and you're feeling anxious, lonely, and tired. That's tough. The last few Sundays have been rough, and skipping exercise today might have contributed to the a","{""len"":352,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,2,2584,true,true,315,"Sundays seem tough for you, don't they? Anxious, lonely, tired, and disappointed. Not surprising with only 5 hours of sleep and no exercise today. How does it feel right now? Want to talk about what's","{""len"":315,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,3,6696,true,true,670,"It sounds tough today, Roman. Anxious, lonely, tired, and disappointed. Sundays really seem to hit you hard. Did anything specific stand out that made the day feel particularly rough? The lack of exer","{""len"":670,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,mixed_state,mixed state warning,1,4079,true,false,624,"It sounds like you had a night with less sleep and a lot of coding today, which led to a mix of anxiety and energy. You mentioned feeling irritable and focused. Have you noticed any patterns in how yo","{""len"":624,""offTodayEmotions"":[""tired""]}",mentions off-today emotions: tired,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,mixed_state,mixed state warning,2,5363,true,true,511,"Anxious and irritable tonight, huh? Energy is there, but it feels strained. Sleep was pretty short again. That might be contributing to the anxious and irritable feelings. Have you noticed anything sp","{""len"":511,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,mixed_state,mixed state warning,3,4438,true,true,662,"It seems like you had quite a day today with a mix of emotions—feeling anxious, energetic, irritable, and focused, while also managing a bit of coding despite just 4 hours of sleep. Given the pattern ","{""len"":662,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,stable_baseline,stable baseline,1,1844,true,true,235,"Nice score. Six is your healthy baseline, and it looks like you're staying steady there. Curiosity is a great state to be in, and walking and reading seem to keep you there. Any particular book or wal","{""len"":235,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,stable_baseline,stable baseline,2,1314,true,true,174,Nice to see a steady mood score today. Content and curious — those are good feelings. Walking and reading sound relaxing. Any particular book or subject you were diving into?,"{""len"":174,""offTodayEmotions"":[]}",,
cf:qwen2.5-coder-32b,qwen2.5-coder-32b,cf,mood_synthesis,stable_baseline,stable baseline,3,1098,true,true,155,Nice. Walks and reading seem like good choices for staying grounded and curious. How did the walk feel today? Anything interesting come up in your reading?,"{""len"":155,""offTodayEmotions"":[]}",,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,crisis_range,crisis (mood 1),1,28256,true,false,2735,"{""id"":""chatcmpl-ce51c401740f435a8dba096f6b684ff0"",""object"":""chat.completion"",""created"":1778845810,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":nul","{""len"":2735,""offTodayEmotions"":[""content""]}",mentions off-today emotions: content,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,crisis_range,crisis (mood 1),2,14527,true,false,4238,"{""id"":""chatcmpl-cde21c752fef4dde97ae523aa4fdf742"",""object"":""chat.completion"",""created"":1778845811,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":4238}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,crisis_range,crisis (mood 1),3,7642,true,false,2840,"{""id"":""chatcmpl-4f9fc9c144a944f0a1c51fd36ff4c194"",""object"":""chat.completion"",""created"":1778845811,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":2840,""offTodayEmotions"":[""tired"",""content"",""focused""]}","mentions off-today emotions: tired,content,focused",
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,high_breakthrough,high + breakthrough,1,3788,true,false,2118,"{""id"":""chatcmpl-07e982920bb744d9adb28426ab95b2ba"",""object"":""chat.completion"",""created"":1778845809,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":2118,""offTodayEmotions"":[""content""]}",mentions off-today emotions: content,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,high_breakthrough,high + breakthrough,2,14538,true,false,3946,"{""id"":""chatcmpl-b14ffce883bb446086c09abcdbf361e2"",""object"":""chat.completion"",""created"":1778845809,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":3946}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,high_breakthrough,high + breakthrough,3,3674,true,false,1563,"{""id"":""chatcmpl-4c5623d3514b4f3a9f5e50375e1d7a7a"",""object"":""chat.completion"",""created"":1778845810,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":1563,""offTodayEmotions"":[""content""]}",mentions off-today emotions: content,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,low_with_pattern,low + pattern present,1,5509,true,false,2687,"{""id"":""chatcmpl-e1605076dcad4ea1b278b4e3d38122e0"",""object"":""chat.completion"",""created"":1778845807,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":2687,""offTodayEmotions"":[""content""]}",mentions off-today emotions: content,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,low_with_pattern,low + pattern present,2,17678,true,false,5409,"{""id"":""chatcmpl-8c13c3661f4048bdb190c0ee03705d35"",""object"":""chat.completion"",""created"":1778845807,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":5409}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,low_with_pattern,low + pattern present,3,13205,true,false,3425,"{""id"":""chatcmpl-406637f9e12e4e039414ad24f004efa5"",""object"":""chat.completion"",""created"":1778845808,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":3425}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,mixed_state,mixed state warning,1,6721,true,false,2253,"{""id"":""chatcmpl-152760f498bb46b0bdaa8bd6be953d91"",""object"":""chat.completion"",""created"":1778845810,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":2253,""offTodayEmotions"":[""content""]}",mentions off-today emotions: content,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,mixed_state,mixed state warning,2,9700,true,false,3277,"{""id"":""chatcmpl-a641169cd8874557ac6970c492aa5de5"",""object"":""chat.completion"",""created"":1778845810,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":3277}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,mixed_state,mixed state warning,3,15224,true,false,3863,"{""id"":""chatcmpl-864a50bfaa104171b0d3950a6a4ea86d"",""object"":""chat.completion"",""created"":1778845810,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":3863}",too long,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,stable_baseline,stable baseline,1,4402,true,true,2065,"{""id"":""chatcmpl-395dfcb4060844ffab11692b9babc1f5"",""object"":""chat.completion"",""created"":1778845812,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":2065,""offTodayEmotions"":[]}",,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,stable_baseline,stable baseline,2,7377,true,true,1969,"{""id"":""chatcmpl-6b58052f4f194b59a894959298cf5ab8"",""object"":""chat.completion"",""created"":1778845813,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""\n","{""len"":1969,""offTodayEmotions"":[]}",,
cf:qwen3-30b-a3b-fp8,qwen3-30b-a3b-fp8,cf,mood_synthesis,stable_baseline,stable baseline,3,33350,true,false,6833,"{""id"":""chatcmpl-f82a093ea878433ea2473a40c69dc0ea"",""object"":""chat.completion"",""created"":1778845813,""model"":""@cf/qwen/qwen3-30b-a3b-fp8"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":nul","{""len"":6833}",too long,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),1,15926,true,false,2142,"Okay, so I need to respond to Roman's mood check-in. Let me start by understanding the data here. His current mood is 1/10, which is really low. The emotions he listed are empty, hopeless, and numb. A","{""len"":2142,""offTodayEmotions"":[""tired""]}",mentions off-today emotions: tired,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),2,11678,true,true,1543,"Okay, so Roman's mood check-in shows a 1/10 today with emotions like empty, hopeless, and numb. His past week has been pretty low, with scores around 2 and 3. The patterns mention that three days unde","{""len"":1543,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,crisis_range,crisis (mood 1),3,14546,true,false,1840,"Okay, let's tackle this. Roman's current mood is a 1/10 with emotions of empty, hopeless, and numb. His past week shows he's been really low—scores of 3, 2, and 4. The patterns mention that three days","{""len"":1840,""offTodayEmotions"":[""tired""]}",mentions off-today emotions: tired,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,1,16603,true,false,2402,"Okay, let me start by understanding the user's query here. Roman just did his mood check-in, and the task is to respond as a supportive friend. The key points are his current mood is 8/10 with emotion","{""len"":2402,""offTodayEmotions"":[""curious"",""calm""]}","mentions off-today emotions: curious,calm",
cf:qwq-32b,qwq-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,2,12593,true,true,1803,"Alright, let's break this down. Roman's latest mood check-in shows an 8/10 with emotions like proud, energetic, and grateful. His activities were gym, coding, and socializing, and he got 8 hours of sl","{""len"":1803,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,high_breakthrough,high + breakthrough,3,21235,true,false,3108,"Okay, let's see. Roman just did his mood check-in. His current mood is 8/10, which is pretty high compared to his past week. The user specified not to mix in emotions from other days, so I need to foc","{""len"":3108}",too long,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,1,24415,true,false,3611,"Okay, let me start by looking at the data provided. Roman's current mood is 3/10, which is pretty low. His emotions today are anxious, lonely, tired, and disappointed. The task says I should only refe","{""len"":3611}",too long,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,2,14602,true,true,2064,"Okay, so Roman's mood today is a 3/10, which is pretty low. The emotions he listed today are anxious, lonely, tired, and disappointed. I need to make sure I only focus on those and not mention any fro","{""len"":2064,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,low_with_pattern,low + pattern present,3,24551,true,false,3611,"Okay, let's tackle this. Roman's mood check-in today is a 3/10, which is really low. His emotions listed are anxious, lonely, tired, and disappointed. The task is to respond as a supportive friend, no","{""len"":3611}",too long,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,mixed_state,mixed state warning,1,16004,true,true,2102,"Okay, let's tackle this. Roman's check-in today shows a mood score of 6/10, emotions: anxious, energetic, irritable, focused. His activities were coding and he only slept 4 hours. Looking at the past ","{""len"":2102,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,mixed_state,mixed state warning,2,16944,true,true,2281,"Okay, I need to respond to Roman's mood check-in data. Let's break down the information given. His current mood is 6/10 with emotions: anxious, energetic, irritable, focused. Activities: code. Sleep: ","{""len"":2281,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,mixed_state,mixed state warning,3,14372,true,true,1969,"Okay, let's start by looking at Roman's current mood check-in. He's reporting a 6/10 with emotions: anxious, energetic, irritable, focused. Activities were coding, and sleep was only 4 hours. First, t","{""len"":1969,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,stable_baseline,stable baseline,1,9215,true,true,1334,"Okay, let me tackle this. So, Roman's mood check-in today shows a 6/10, which is his baseline. The emotions he listed are content and curious, with activities like a walk and reading. His past week ha","{""len"":1334,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,stable_baseline,stable baseline,2,9927,true,true,1485,"Okay, let me start by looking at what Roman shared today. His mood is a 6/10, which is his baseline according to past data. The emotions he mentioned are content and curious, and his activities were a","{""len"":1485,""offTodayEmotions"":[]}",,
cf:qwq-32b,qwq-32b,cf,mood_synthesis,stable_baseline,stable baseline,3,9442,true,true,1462,"Okay, let's tackle this. The user provided Roman's latest mood check-in with a score of 6/10, which is his baseline. The emotions today are content and curious, activities include walking and reading,","{""len"":1462,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,crisis_range,crisis (mood 1),1,4854,true,true,475,"That sounds incredibly heavy, Roman. Feeling empty, hopeless, and numb, especially with such a low mood score, is a profound kind of exhaustion. You haven't done anything today, and that's understanda","{""len"":475,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,crisis_range,crisis (mood 1),2,3873,true,true,429,"That's a heavy combination of feelings today, Roman. Empty, hopeless, numb. And eleven hours of sleep. The score is low, but the real weight is in how you're feeling. It's been a consistent patch of d","{""len"":429,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,crisis_range,crisis (mood 1),3,4724,true,true,531,"That's a heavy landing today, Roman. Empty, hopeless, numb – that sounds like a deep well to be sitting in. And 11 hours of sleep can sometimes feel like just more time spent in the quiet. It looks li","{""len"":531,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,high_breakthrough,high + breakthrough,1,5640,true,true,411,"Nice. An 8/10 day with energy and gratitude is a solid output. Gym, code, social — sounds like a good mix. Recognising that ""underselling positive states"" is a pattern for you, it's good to see you tr","{""len"":411,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,high_breakthrough,high + breakthrough,2,5363,true,true,126,"That's a solid day. Proud, energetic, grateful – sounds like a good mix. The gym, code, and social all landing well, it seems.","{""len"":126,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,high_breakthrough,high + breakthrough,3,4538,true,true,113,"That's a solid score. Proud, energetic, grateful – good combination. Gym, code, and social all in one day. Solid.","{""len"":113,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,low_with_pattern,low + pattern present,1,4111,true,true,570,"That sounds like a heavy evening, Roman. Anxious, lonely, tired, and disappointed all swirling together. Five hours of sleep is rough, and no exercise today doesn't help when anxiety's already knockin","{""len"":570,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,low_with_pattern,low + pattern present,2,3671,true,true,540,"That's a tough cluster of feelings to carry today, Roman — anxious, lonely, tired, and disappointed. And only 5 hours of sleep on top of it all, with no exercise to help shift the mood. It sounds like","{""len"":540,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,low_with_pattern,low + pattern present,3,4987,true,true,351,"That sounds like a rough evening. Anxious, lonely, tired, and disappointed — and only 5 hours of sleep to boot. Noticed the pattern on Sundays and the link between skipped exercise and anxiety. This l","{""len"":351,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,mixed_state,mixed state warning,1,5935,true,true,280,"Four hours of sleep today. That's a thin foundation for the anxious energy and irritability you're feeling. Coding can be absorbing, but it's a different kind of output than rest. When you're running ","{""len"":280,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,mixed_state,mixed state warning,2,3829,true,true,269,"Four hours of sleep is rough. That combo of anxious, energetic, and irritable makes for a busy internal landscape. Coding is a good focus, though. The low sleep is noted, especially given the pattern ","{""len"":269,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,mixed_state,mixed state warning,3,7221,true,true,408,"Four hours of sleep is rough. That energy and focus today, layered with anxiety and irritability, sounds like a lot to juggle. The sleep pattern, combined with that energy without rest, might be setti","{""len"":408,""offTodayEmotions"":[]}",,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,stable_baseline,stable baseline,1,5173,true,false,24,Consistent. Good to see.,"{""len"":24}",too short,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,stable_baseline,stable baseline,2,5221,true,false,87,Good day. Content and curious are solid notes. The walk and reading seem to be working.,"{""len"":87}",too short,
gem:2.5-fl-b512,gemini-2.5-fl-b512,gemini,mood_synthesis,stable_baseline,stable baseline,3,3334,true,false,45,Content and curious. A steady baseline. Nice.,"{""len"":45}",too short,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,crisis_range,crisis (mood 1),1,12468,true,true,305,"That's a really rough score to be sitting with, Roman. That feeling of being empty, hopeless, and numb sounds incredibly heavy. 11 hours of sleep and no activity – it sounds like a lot is just weighin","{""len"":305,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,crisis_range,crisis (mood 1),2,10060,true,true,333,"Roman, that's a really tough check-in. A 1/10 score today, with feelings of emptiness, hopelessness, and numbness – that sounds incredibly heavy to carry. You also got 11 hours of sleep, which is a lo","{""len"":333,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,crisis_range,crisis (mood 1),3,11368,true,true,296,"Roman, that 1/10 score and those feelings – empty, hopeless, numb – sound incredibly difficult to sit with. It looks like three days now where things have been under a 3/10, with today being particula","{""len"":296,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,high_breakthrough,high + breakthrough,1,18648,true,false,496,"Roman, an 8/10 mood today, filled with pride, energy, and gratitude – that's fantastic. Good gym session, focused code time, social engagement, and 8 hours of sleep all sound like they contributed to ","{""len"":496,""offTodayEmotions"":[""focused""]}",mentions off-today emotions: focused,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,high_breakthrough,high + breakthrough,2,9899,true,true,117,"Eight hours. Proud, energetic, grateful. Scores an eight. Seems like a solid day, even if you tend to discount these.","{""len"":117,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,high_breakthrough,high + breakthrough,3,10617,true,true,224,"8/10 is a strong score. Proud, energetic, grateful – that’s a good combination. Gym, code, social, and 8 hours sleep too. Reminds me a bit of that launch day feeling. What do you think is making today","{""len"":224,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,low_with_pattern,low + pattern present,1,12995,true,true,373,"A 3/10 tonight, with anxious, lonely, tired, and disappointed feelings. That's a tough combination to hold. It's interesting how Sundays tend to bring this kind of weight, and that the missed workout ","{""len"":373,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,low_with_pattern,low + pattern present,2,12998,true,true,361,"That 3/10 score today, with anxious, lonely, tired, and disappointed feelings – that's a lot to hold. It feels like the familiar Sunday weight, and the anxiety showing up without exercise today is a c","{""len"":361,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,low_with_pattern,low + pattern present,3,15274,true,true,353,"Anxious, lonely, tired, disappointed – that's a lot to carry for a day. It's Sunday evening, a time that's been tough before, and that loneliness tends to come through strongly then. And with no exerc","{""len"":353,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,mixed_state,mixed state warning,1,11742,true,true,337,"Roman, thanks for sharing today's update. Four hours of sleep is a tough baseline for the day. It sounds like you've got a lot of energy and focus for coding, even with the anxiousness and irritabilit","{""len"":337,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,mixed_state,mixed state warning,2,10070,true,true,454,"That's a lot to hold – anxious, energetic, irritable, and focused, all with just 4 hours of sleep last night. That sleep number is quite low, and we've seen that play a role in things ramping up befor","{""len"":454,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,mixed_state,mixed state warning,3,19597,true,true,186,"Four hours. That sleep duration starts the sequence for the mixed state risk. The energy and focus might be running on fumes, especially with the anxiety and irritability layered on top.","{""len"":186,""offTodayEmotions"":[]}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,stable_baseline,stable baseline,1,12128,true,false,46,"Steady state, 6/10. Content and curious today.","{""len"":46}",too short,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,stable_baseline,stable baseline,2,9245,true,false,62,Six out of ten. Content and curious today. The baseline holds.,"{""len"":62}",too short,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,mood_synthesis,stable_baseline,stable baseline,3,10306,true,false,49,Steady at the 6/10 baseline. Content and curious.,"{""len"":49}",too short,
